sample,0,1,2,3,4,5,6,7,8,9,0:0,0:1,0:2,0:3,1:0,1:1,1:2,1:3,2:0,2:1,3:0,3:1,3:2,target
145,0.1678082191780822,0.0364579681693893,0.4444444444444444,0.5,0.6594202898550725,0.2166666666666666,0.21,0.2360028348688873,0.0315802680247579,0.1695205479452055,0,0,1,0,0,1,0,0,1,0,0,1,0,0.1251215109012637
146,0.0102739726027397,0.0057117483465376,0.5555555555555556,0.5,0.9565217391304348,0.9333333333333332,0.03125,0.0786037785307224,0.0315802680247579,0.4152397260273973,0,0,0,1,0,1,0,0,1,0,0,1,0,0.1320649909734759
147,0.1027397260273972,0.0225291546892893,0.4444444444444444,0.75,0.427536231884058,0.7166666666666667,0.0648032885674931,0.0370304748405386,0.0315802680247579,0.2166095890410959,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0973475906124149
148,0.1679793094795433,0.0383509780551076,0.6666666666666666,0.5,0.9347826086956522,0.85,0.1125,0.0786037785307224,0.0315802680247579,0.3784246575342466,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2605193723094015
149,0.1438356164383561,0.0289794105961812,0.6666666666666666,0.5,0.9565217391304348,0.9166666666666666,0.075,0.1204819277108433,0.0315802680247579,0.1712328767123287,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1473406471323427
150,0.1679793094795433,0.0230900465072799,0.4444444444444444,0.375,0.463768115942029,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3835616438356164,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1112345507568393
151,0.339041095890411,0.0423286358643576,0.4444444444444444,0.625,0.7463768115942029,0.4166666666666667,0.0648032885674931,0.1268603827072998,0.0315802680247579,0.1083047945205479,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1209554228579364
152,0.2945205479452055,0.0588515740026642,0.7777777777777778,0.5,0.9782608695652174,0.9666666666666668,0.2725,0.2480510276399716,0.0315802680247579,0.1327054794520548,0,0,0,1,1,0,0,0,1,0,0,1,0,0.4686876822663519
155,0.2157534246575342,0.0469279487718806,0.5555555555555556,0.5,0.3695652173913043,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.5136986301369864,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1251215109012637
156,0.1335616438356164,0.0387950174110168,0.5555555555555556,0.5,0.3768115942028985,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2448630136986301,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0612414942369115
157,0.1335616438356164,0.0275771810512047,0.4444444444444444,0.75,0.5652173913043478,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1035967226774059
160,0.386986301369863,0.0844983523802846,0.6666666666666666,0.5,0.9637681159420288,0.9333333333333332,0.285,0.0100992204110559,0.0315802680247579,0.5714897260273972,0,0,1,0,1,0,0,0,1,0,0,0,1,0.3959172337175392
161,0.1679793094795433,0.0458996471055645,0.5555555555555556,0.625,0.8115942028985508,0.5666666666666667,0.0648032885674931,0.1169383416017009,0.0315802680247579,0.2448630136986301,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1771976114428551
162,0.3047945205479452,0.0579027320105634,0.8888888888888888,0.5,0.9492753623188406,0.9,0.415,0.1800141743444365,0.0315802680247579,0.238013698630137,0,0,1,0,1,0,0,0,1,0,0,1,0,0.5243716150534647
163,0.2534246575342466,0.0508635396947813,0.6666666666666666,0.5,0.9637681159420288,0.9166666666666666,0.14125,0.2127923458540042,0.0315802680247579,0.1455479452054794,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2570476322732953
164,0.1164383561643835,0.0196312136296711,0.3333333333333333,0.625,0.6086956521739131,0.1,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3775684931506849,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0948479377864185
165,0.0650684931506849,0.0191638037813456,0.5555555555555556,0.75,0.391304347826087,0.9,0.0648032885674931,0.0655563430191353,0.0315802680247579,0.3334760273972603,0,1,0,0,0,1,0,0,0,1,0,1,0,0.1626163032912095
166,0.1404109589041096,0.0411601112435439,0.4444444444444444,0.75,0.4927536231884058,0.8166666666666667,0.0648032885674931,0.06218993621545,0.1227951153324287,0.047945205479452,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1285932509373698
168,0.2226027397260274,0.0432915001519082,0.7777777777777778,0.5,0.9782608695652174,0.95,0.1875,0.2282069454287739,0.0315802680247579,0.1258561643835616,0,0,0,1,1,0,0,0,1,0,0,1,0,0.4037272601027635
169,0.1404109589041096,0.032456939867723,0.6666666666666666,0.5,0.9565217391304348,0.9,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3595890410958904,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2063602277461463
171,0.1679793094795433,0.0516861810278342,0.4444444444444444,0.625,0.5,0.0,0.0648032885674931,0.0637845499645641,0.0315802680247579,0.1541095890410959,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1299819469518122
172,0.410958904109589,0.1424197807847811,0.5555555555555556,0.5,0.6376811594202898,0.1666666666666666,0.07,0.1132175761871013,0.0315802680247579,0.1887842465753424,0,0,0,1,1,0,0,0,1,0,0,1,0,0.2501041522010832
173,0.0787671232876712,0.0187244385239197,0.6666666666666666,0.75,0.8333333333333334,0.6166666666666667,0.0648032885674931,0.0877037562012756,0.1458616010854816,0.1515410958904109,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2834328565477017
176,0.2157534246575342,0.0528874243380308,0.5555555555555556,0.75,0.5652173913043478,0.85,0.0648032885674931,0.0845145287030474,0.0315802680247579,0.3103595890410959,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2889876406054714
177,0.2602739726027397,0.0408002056603332,0.5555555555555556,0.5,0.8405797101449275,0.65,0.1675,0.1472360028348689,0.0315802680247579,0.136986301369863,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2445493681433134
178,0.1679793094795433,0.0577251162681997,0.4444444444444444,0.5,0.6231884057971014,0.1333333333333333,0.0648032885674931,0.0100992204110559,0.2991858887381275,0.2371575342465753,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1910845715872795
179,0.1438356164383561,0.075360489845521,0.8888888888888888,0.5,0.9855072463768116,0.9833333333333332,0.4675,0.3373493975903614,0.0315802680247579,0.1335616438356164,0,0,0,1,1,0,0,0,1,0,0,1,0,0.648433550895709
180,0.1335616438356164,0.0337469910491014,0.4444444444444444,0.625,0.3695652173913043,0.9333333333333332,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4143835616438356,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0904041105402027
181,0.1679793094795433,0.0038187384608193,0.5555555555555556,0.5,0.927536231884058,0.8333333333333334,0.285,0.0772501771793054,0.0315802680247579,0.136986301369863,0,0,1,0,0,0,0,1,1,0,0,1,0,0.1973337036522705
182,0.1130136986301369,0.0293907312627077,0.6666666666666666,0.625,0.3478260869565217,0.0,0.0648032885674931,0.0623671155209071,0.0315802680247579,0.1887842465753424,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2294125815858908
183,0.1335616438356164,0.0362710042300591,0.4444444444444444,0.625,0.6159420289855072,0.9333333333333332,0.06125,0.0786037785307224,0.0315802680247579,0.2428255183899418,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1181780308290515
185,0.2431506849315068,0.0286896164902194,0.4444444444444444,0.875,0.2608695652173913,0.6833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2157534246575342,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1278989029301485
186,0.2363013698630137,0.1011942321624716,1.0,1.0,0.144927536231884,0.7166666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4738869863013699,0,1,0,0,0,1,0,0,1,0,0,1,0,0.6111651159561172
187,0.1679793094795433,0.0404169295847063,0.6666666666666666,0.5,0.855072463768116,0.6833333333333333,0.0648032885674931,0.1082565556343019,0.0315802680247579,0.2470034246575342,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1917789195945007
188,0.1335616438356164,0.0425810371824534,0.4444444444444444,0.75,0.3188405797101449,0.6166666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2825342465753425,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1390084710456881
189,0.1472602739726027,0.0267264951272523,0.4444444444444444,0.5,0.7753623188405797,0.4833333333333333,0.171875,0.1924167257264351,0.0315802680247579,0.2428255183899418,0,0,0,1,1,0,0,0,1,0,1,0,0,0.1644729898625191
192,0.1679793094795433,0.0288485358386501,0.6666666666666666,1.0,0.7246376811594203,0.9,0.08625,0.1109142452161587,0.0315802680247579,0.0423801369863013,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2070545757533675
193,0.160958904109589,0.0360700179952791,0.6666666666666666,0.5,0.9202898550724636,0.8166666666666667,0.0648032885674931,0.0992204110559886,0.0315802680247579,0.3728595890410959,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2181641438689071
194,0.0102739726027397,0.0057117483465376,0.6666666666666666,0.5,0.9565217391304348,0.9,0.03125,0.0786037785307224,0.0315802680247579,0.4152397260273973,0,0,0,1,0,1,0,0,1,0,0,1,0,0.1320649909734759
195,0.1335616438356164,0.0274836990815396,0.4444444444444444,0.75,0.7246376811594203,0.3666666666666666,0.0648032885674931,0.0690999291282778,0.0315802680247579,0.2029109589041096,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1278989029301485
196,0.0102739726027397,0.0045806165135899,0.5555555555555556,0.625,0.7536231884057971,0.4333333333333333,0.0648032885674931,0.1002834868887314,0.0315802680247579,0.1237157534246575,0,1,0,0,1,0,0,0,1,0,0,1,0,0.157755867240661
198,0.523972602739726,0.1127345813176283,0.7777777777777778,0.375,0.3333333333333333,0.6666666666666666,0.0648032885674931,0.183557760453579,0.1248303934871099,0.059931506849315,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2778780724899319
199,0.2431506849315068,0.0197246955993362,0.5555555555555556,0.625,0.2898550724637681,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3232020547945205,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0959588945979725
200,0.1883561643835616,0.0387529505246675,0.7777777777777778,0.5,0.9565217391304348,0.9166666666666666,0.16375,0.1927710843373494,0.0315802680247579,0.2675513698630137,0,0,1,0,1,0,0,0,1,0,0,1,0,0.3332870434661852
201,0.2020547945205479,0.033868517609666,0.3333333333333333,0.5,0.9492753623188406,0.9,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4798801369863014,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1459519511179003
202,0.184931506849315,0.0412489191147257,0.5555555555555556,0.625,0.7608695652173914,0.45,0.0648032885674931,0.1135719347980156,0.189280868385346,0.1181506849315068,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1896958755728371
203,0.0993150684931506,0.0266423613545537,0.5555555555555556,0.625,0.3768115942028985,0.0,0.0648032885674931,0.1093196314670446,0.0315802680247579,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.107068462713512
204,0.1679793094795433,0.0146673210404543,0.5555555555555556,0.5,0.9565217391304348,0.9,0.128125,0.1172927002126151,0.0315802680247579,0.0796232876712328,0,0,1,0,0,1,0,0,1,0,0,1,0,0.1584502152478822
206,0.2671232876712329,0.0493164130968239,0.6666666666666666,0.5,0.855072463768116,0.6666666666666666,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.6095890410958904,0,1,0,0,1,0,0,0,1,0,0,1,0,0.202194139702819
207,0.0650684931506849,0.0578326205333146,0.4444444444444444,0.5,0.6521739130434783,0.2,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.488013698630137,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1513678655742258
210,0.184931506849315,0.0324849844586225,0.5555555555555556,0.75,0.6666666666666666,0.2333333333333333,0.1625,0.1394401133947554,0.0315802680247579,0.1305650684931507,0,0,0,1,1,0,0,0,1,0,0,1,0,0.1528954311901124
211,0.1575342465753424,0.0201173198719297,0.4444444444444444,0.625,0.3840579710144927,0.0,0.0648032885674931,0.0829199149539333,0.0315802680247579,0.1695205479452055,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0876267185113178
212,0.2123287671232876,0.0426277781672859,0.5555555555555556,0.5,0.9927536231884058,0.9833333333333332,0.0648032885674931,0.0063784549964564,0.0315802680247579,0.5034246575342466,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2098319677822524
213,0.1746575342465753,0.034307882867092,0.6666666666666666,0.5,0.9927536231884058,0.9833333333333332,0.0648032885674931,0.1456413890857547,0.0315802680247579,0.0333904109589041,0,1,0,0,0,0,0,1,1,0,0,1,0,0.3024274406332454
214,0.0753424657534246,0.0573418401925728,0.4444444444444444,0.5,0.8913043478260869,0.75,0.0648032885674931,0.1268603827072998,0.0315802680247579,0.1172945205479452,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1681710873489793
215,0.1679793094795433,0.0448713454392484,0.5555555555555556,0.75,0.7608695652173914,0.45,0.095625,0.0669737774627923,0.0315802680247579,0.1331335616438356,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1761560894320233
216,0.1746575342465753,0.0407160718876346,0.4444444444444444,0.625,0.6159420289855072,0.7666666666666667,0.04,0.0637845499645641,0.0315802680247579,0.3039383561643836,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1382446882377447
217,0.1506849315068493,0.0334198041552735,0.6666666666666666,0.5,0.9565217391304348,0.9,0.16625,0.1676116229624379,0.0315802680247579,0.2097602739726027,0,0,1,0,1,0,0,0,1,0,0,1,0,0.243160672128871
219,0.1679793094795433,0.0671200542195424,0.6666666666666666,1.0,0.4855072463768116,0.9333333333333332,0.195,0.0604181431608788,0.0315802680247579,0.1956335616438356,0,0,1,0,1,0,0,0,1,0,0,1,0,0.3841133175947785
220,0.0753424657534246,0.0079927084063661,0.6666666666666666,0.5,0.9637681159420288,0.9333333333333332,0.01,0.0028348688873139,0.0315802680247579,0.5273972602739726,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1837800305513123
221,0.1780821917808219,0.0359438173362312,0.6666666666666666,0.5,0.9710144927536232,0.9333333333333332,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.6412671232876712,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2360783224552145
222,0.1679793094795433,0.0316342985346701,0.5555555555555556,0.5,0.9420289855072465,0.8666666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4323630136986301,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2292737119844466
223,0.2191780821917808,0.04755895206712,0.5555555555555556,0.625,0.7463768115942029,0.4166666666666667,0.0648032885674931,0.0974486180014174,0.0315802680247579,0.0697773972602739,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2013609220941536
224,0.1678082191780822,0.0430017060459463,0.3333333333333333,0.625,0.717391304347826,0.35,0.0648032885674931,0.0928419560595322,0.1221166892808683,0.0684931506849315,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0862380224968754
225,0.2808219178082192,0.0568931267381803,1.0,0.5,0.9492753623188406,0.8833333333333333,0.57625,0.0099220411055988,0.0315802680247579,1.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0.4879183446743508
226,0.0,0.0017761574236369,0.4444444444444444,0.5,0.717391304347826,0.35,0.08875,0.0786037785307224,0.0315802680247579,0.2696917808219178,0,0,1,0,0,1,0,0,1,0,0,1,0,0.107068462713512
227,0.2089041095890411,0.0404309518801561,0.6666666666666666,0.5,0.8913043478260869,0.75,0.18125,0.1001063075832742,0.0315802680247579,0.2731164383561644,0,0,1,0,1,0,0,0,1,0,0,1,0,0.3542563532842661
228,0.0,0.0026595620369721,0.5555555555555556,0.625,0.7101449275362319,0.3333333333333333,0.079375,0.0568745570517363,0.0315802680247579,0.0693493150684931,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0987362866268573
229,0.1678082191780822,0.0337516651475846,0.4444444444444444,0.5,0.6884057971014492,0.2833333333333333,0.0648032885674931,0.1491849751948972,0.0315802680247579,0.0299657534246575,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1251215109012637
230,0.0753424657534246,0.0087966533454859,0.6666666666666666,0.5,0.9637681159420288,0.9333333333333332,0.01,0.0028348688873139,0.0315802680247579,0.5809075342465754,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2188584918761283
231,0.1780821917808219,0.0348687746850826,0.5555555555555556,0.625,0.6304347826086957,0.15,0.1375,0.0786037785307224,0.0315802680247579,0.5111301369863014,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1570615192334398
232,0.523972602739726,0.0646801748112832,0.7777777777777778,0.5,0.8913043478260869,0.7666666666666667,0.31625,0.1220765414599574,0.0315802680247579,0.3309075342465753,0,0,1,0,1,0,0,0,1,0,0,1,0,0.5111790029162616
233,0.0,0.0017761574236369,0.5555555555555556,0.5,0.7246376811594203,0.3666666666666666,0.185625,0.0786037785307224,0.0315802680247579,0.206763698630137,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0827662824607693
235,0.1679793094795433,0.0306200191638037,0.5555555555555556,0.5,0.9420289855072465,0.8666666666666667,0.0648032885674931,0.1107370659107016,0.0315802680247579,0.1005993150684931,1,0,0,0,1,0,0,0,1,0,0,1,0,0.2521871962227468
236,0.0,0.0017761574236369,0.5555555555555556,0.25,0.717391304347826,0.35,0.3775,0.0634301913536499,0.0315802680247579,0.0535102739726027,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0758228023885571
237,0.1506849315068493,0.0349295379653649,0.6666666666666666,0.5,0.9565217391304348,0.9,0.06125,0.0042523033309709,0.0315802680247579,0.5950342465753424,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2091376197750312
238,0.1679793094795433,0.0381079249339783,0.6666666666666666,0.75,0.8768115942028986,0.8833333333333333,0.0648032885674931,0.0712260807937632,0.0315802680247579,0.2542808219178082,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2216358839050131
239,0.2465753424657534,0.0501530767253266,0.7777777777777778,0.5,0.9782608695652174,0.95,0.15875,0.0786037785307224,0.0315802680247579,0.7251712328767124,0,0,1,0,1,0,0,0,1,0,0,1,0,0.3931398416886543
240,0.1061643835616438,0.0347799668139007,0.5555555555555556,0.375,0.5289855072463768,0.0,0.0648032885674931,0.0166548547129695,0.0315802680247579,0.2744006849315068,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1084571587279544
241,0.184931506849315,0.0359905583210638,0.7777777777777778,0.5,0.9855072463768116,0.9666666666666668,0.0225,0.1909992912827781,0.0315802680247579,0.2089041095890411,0,0,0,1,0,0,0,1,1,0,0,1,0,0.316067212887099
242,0.0650684931506849,0.012059174086798,0.4444444444444444,1.0,0.5289855072463768,0.7833333333333333,0.0648032885674931,0.0582919914953933,0.0315802680247579,0.1528253424657534,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1049854186918483
243,0.1438356164383561,0.0172941643880436,0.4444444444444444,0.375,0.2028985507246377,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2311643835616438,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0612414942369115
244,0.184931506849315,0.0442263198485592,0.5555555555555556,0.625,0.782608695652174,0.5,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2679794520547945,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1181780308290515
245,0.1679793094795433,0.0354296665030732,0.6666666666666666,0.5,0.8840579710144928,0.8666666666666667,0.0648032885674931,0.1231396172927002,0.0315802680247579,0.1083047945205479,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2362171920566588
246,0.2020547945205479,0.0425342961976208,0.6666666666666666,0.5,0.8405797101449275,0.6333333333333333,0.06375,0.1645995747696669,0.0315802680247579,0.3921232876712329,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2869045965838078
248,0.184931506849315,0.0467877258173829,0.5555555555555556,0.5,0.5942028985507246,0.0666666666666666,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.5851883561643836,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1459519511179003
249,0.1746575342465753,0.0468204445067657,0.6666666666666666,0.5,0.9492753623188406,0.8833333333333333,0.063125,0.0786037785307224,0.0315802680247579,0.3595890410958904,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2014997916955978
253,0.1506849315068493,0.0330271798826801,0.5555555555555556,0.5,0.9565217391304348,0.9,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3416095890410959,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1917789195945007
255,0.1678082191780822,0.0331860992311108,0.4444444444444444,0.625,0.6159420289855072,0.1166666666666666,0.0648032885674931,0.163359319631467,0.0315802680247579,0.1678082191780822,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1528954311901124
256,0.1541095890410959,0.034765944518451,0.6666666666666666,0.5,0.9202898550724636,0.8166666666666667,0.18875,0.0786037785307224,0.0315802680247579,0.4173801369863014,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2709345924177198
257,0.1472602739726027,0.0350136717380635,0.5555555555555556,0.5,0.9492753623188406,0.8833333333333333,0.0648032885674931,0.0891211906449326,0.0315802680247579,0.1545376712328767,0,1,0,0,0,0,0,1,1,0,0,1,0,0.2396889320927649
258,0.160958904109589,0.0351211760031783,0.6666666666666666,0.5,0.9710144927536232,0.9333333333333332,0.1125,0.2363571934798015,0.0315802680247579,0.1155821917808219,0,0,0,1,1,0,0,0,1,0,0,1,0,0.2570476322732953
259,0.2020547945205479,0.0520460866110448,0.6666666666666666,0.5,0.9347826086956522,0.85,0.1075,0.0639617292700212,0.0315802680247579,0.2577054794520548,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2730176364393834
260,0.1678082191780822,0.0532940709060739,0.4444444444444444,0.5,0.6086956521739131,0.1,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899418,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0862380224968754
266,0.1952054794520548,0.0504335226343219,0.5555555555555556,0.625,0.7898550724637681,0.5166666666666667,0.13125,0.1041814316087881,0.1546811397557666,0.2594178082191781,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1952506596306068
