sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,0:0,0:1,0:2,0:3,1:0,1:1,1:2,1:3,1:4,1:5,1:6,1:7,1:8,1:9,1:10,1:11,1:12,1:13,1:14,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,5:0,5:1,5:2,5:3,5:4,5:5,5:6,5:7,5:8,5:9,5:10,5:11,5:12,5:13,5:14,5:15,5:16,5:17,5:18,5:19,5:20,5:21,5:22,5:23,6:0,6:1,6:2,6:3,7:0,7:1,7:2,7:3,7:4,7:5,7:6,7:7,8:0,8:1,8:2,8:3,8:4,8:5,9:0,9:1,9:2,target
32,0.1679793094795433,0.0338591694126995,0.4444444444444444,0.625,0.6811594202898551,0.9333333333333332,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.5256849315068494,0.2009819967266775,0.2051399724644332,0.1680350923745397,0.0102176932656384,0.1684250188394875,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.5,0.375,0.3333333333333333,0.3333333333333333,0.204337899543379,0.6,0.25,0.191114245416079,0.1099702690174389,0.1188299817184643,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.158936258852937
33,0.2191780821917808,0.0455677861132534,0.7777777777777778,0.5,0.9782608695652174,0.95,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.5282534246575342,0.2019639934533551,0.2065167508031207,0.1680350923745397,0.0102176932656384,0.1695553880934438,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.375,0.3333333333333333,0.4166666666666667,0.204337899543379,0.9727272727272728,0.5,0.3413258110014104,0.1099702690174389,0.0548446069469835,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2013609220941536
34,0.1678082191780822,0.0432447591670756,0.4444444444444444,0.5,0.6304347826086957,0.15,0.0648032885674931,0.1803685329553508,0.0315802680247579,0.1626712328767123,0.2288052373158756,0.3134465351078476,0.1680350923745397,0.0102176932656384,0.2573474001507159,0.1417808219178082,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5363636363636364,0.5,0.3152327221438646,0.1099702690174389,0.0694698354661791,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272727,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1813636994861824
35,0.1335616438356164,0.0281053541798125,0.8888888888888888,0.5,0.9637681159420288,0.9166666666666666,0.15375,0.2042877391920623,0.0315802680247579,0.1746575342465753,0.2554828150572831,0.2815511702615879,0.1680350923745397,0.0102176932656384,0.2311605124340618,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9545454545454546,0.5,0.3921015514809591,0.2368728121353558,0.0859232175502742,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.6363636363636364,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3368976531037356
36,0.2979452054794521,0.0566407254200846,0.7777777777777778,0.5,0.9565217391304348,0.9166666666666666,0.0825,0.0786037785307224,0.0315802680247579,0.4781678082191781,0.1828150572831424,0.1831115190454336,0.639225181598063,0.0102176932656384,0.3990203466465712,0.1417808219178082,0.0287671232876712,1.0,0.5,0.5,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.9454545454545454,0.75,0.4873060648801128,0.131855309218203,0.0585009140767824,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.7272727272727273,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3806415775586724
37,0.3116438356164384,0.0446797074014349,0.4444444444444444,0.5,0.8840579710144928,0.75,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4696061643835616,0.1795417348608838,0.1750803120697567,0.1680350923745397,0.0102176932656384,0.1437452901281085,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.5,0.375,0.3333333333333333,0.3333333333333333,0.204337899543379,0.8636363636363636,0.5,0.4739069111424541,0.4574095682613769,0.1170018281535649,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1528954311901124
38,0.1815068493150685,0.0338030802309004,0.4444444444444444,0.625,0.5942028985507246,0.6666666666666666,0.40625,0.2149184975194897,0.0315802680247579,0.035958904109589,0.2122749590834697,0.2209729233593391,0.1680350923745397,0.0102176932656384,0.1814242652599849,0.1417808219178082,0.5,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.25,0.3333333333333333,0.4909090909090909,0.5,0.3511988716502116,0.1099702690174389,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.8181818181818182,0.75,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.164004999305652
39,0.160958904109589,0.0309518801561148,0.4444444444444444,0.75,0.5869565217391305,0.95,0.0648032885674931,0.1295180722891566,0.0315802680247579,0.1395547945205479,0.1729950900163666,0.1659017898118402,0.1680350923745397,0.0102176932656384,0.1362094951017332,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.25,0.204337899543379,0.4818181818181818,0.25,0.1734837799717912,0.1099702690174389,0.0950639853747714,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1029023746701846
40,0.1506849315068493,0.0221552268106289,0.3333333333333333,0.5,0.6014492753623188,0.0833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899418,0.1730653767683788,0.1877007801743919,0.1680350923745397,0.0102176932656384,0.1541070082893745,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.25,0.6666666666666666,0.3333333333333333,0.204337899543379,0.7136923989715859,0.4417808219178082,0.3335543984388585,0.1099702690174389,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0654075822802388
44,0.1679793094795433,0.0369253780177148,0.4444444444444444,0.625,0.7463768115942029,0.5,0.0648032885674931,0.0496102055279943,0.3331071913161465,0.0714897260273972,0.153518821603928,0.1385956860945388,0.1680350923745397,0.0102176932656384,0.1137905048982667,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.25,0.204337899543379,0.7,0.25,0.2172073342736248,0.1691948658109685,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1324121649770865
45,0.1678082191780822,0.0310593844212297,0.4444444444444444,0.625,0.6304347826086957,0.15,0.0648032885674931,0.0317150956768249,0.3432835820895522,0.1990582191780822,0.188216039279869,0.1872418540614961,0.1680350923745397,0.0102176932656384,0.1537302185380557,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.3333333333333333,0.204337899543379,0.5363636363636364,0.25,0.2115655853314527,0.1099702690174389,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363636,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1473406471323427
46,0.136986301369863,0.0297179181565355,0.8888888888888888,0.5,0.9637681159420288,0.9166666666666666,0.2575,0.0807937632884479,0.0315802680247579,0.5547945205479452,0.2867430441898527,0.325378614043139,0.1680350923745397,0.0102176932656384,0.2671439336850038,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9545454545454546,0.5,0.4062059238363892,0.2287047841306884,0.149908592321755,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0909090909090909,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3957783641160949
47,0.0924657534246575,0.0538549627240646,0.6666666666666666,0.5,0.9492753623188406,0.8833333333333333,0.0648032885674931,0.2393692416725726,0.0315802680247579,0.0355308219178082,0.234697217675941,0.2716842588343277,0.3055690072639225,0.0102176932656384,0.3419366993217784,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.5,0.125,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9363636363636364,0.5,0.4724964739069111,0.1960326721120186,0.0786106032906764,0.0397719376613063,0.0067117894509761,0.4125,0.0037383524520176,0.0028057445868316,0.6363636363636364,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2843855020136092
48,0.2157534246575342,0.0457874687419663,0.7777777777777778,0.5,0.9710144927536232,0.9333333333333332,0.0648032885674931,0.0042523033309709,0.0315802680247579,0.6986301369863014,0.2710310965630114,0.3033501606241395,0.1680350923745397,0.0102176932656384,0.2490580256217031,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.375,0.3333333333333333,0.4166666666666667,0.204337899543379,0.9636363636363636,0.75,0.5825105782792666,0.1099702690174389,0.2669104204753199,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2982919039022358
49,0.0410958904109589,0.0147514548131529,0.3333333333333333,0.5,0.3478260869565217,0.9666666666666668,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3150684931506849,0.1204582651391162,0.0922441486920605,0.3467312348668281,0.0102176932656384,0.2106254709871891,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.25,1.0,0.5,0.204337899543379,0.7136923989715859,0.4417808219178082,0.3335543984388585,0.1099702690174389,0.0853021462021988,0.1847826086956521,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.1084571587279544
50,0.1541095890410959,0.0301105424291289,0.4444444444444444,0.75,0.6811594202898551,0.2666666666666666,0.0648032885674931,0.1351878100637845,0.0315802680247579,0.0821917808219178,0.1563011456628477,0.1424965580541533,0.1680350923745397,0.0102176932656384,0.1169932177844762,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.3333333333333333,0.204337899543379,0.6,0.25,0.2722143864598025,0.1099702690174389,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1278989029301485
51,0.1679793094795433,0.0587487438360326,0.5555555555555556,0.625,0.9057971014492754,0.7833333333333333,0.0648032885674931,0.0322466335931963,0.0315802680247579,0.261986301369863,0.1299509001636661,0.1055530059660394,0.3273607748184019,0.0102176932656384,0.214016578749058,0.1417808219178082,0.5,0.6666666666666666,0.1914383561643835,0.375,0.3333333333333333,0.3333333333333333,0.204337899543379,0.8818181818181818,0.5,0.2736248236953456,0.1099702690174389,0.1371115173674588,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1973337036522705
52,0.1061643835616438,0.0230900465072799,0.5555555555555556,0.625,0.4492753623188406,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3493150684931507,0.1335515548281505,0.1106011932078935,0.1680350923745397,0.6293706293706294,0.1586284853051997,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7727272727272727,0.5,0.3723554301833568,0.1306884480746791,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0258064516129032,0.7272727272727273,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1105402027496181
56,0.2705479452054795,0.0414826240388885,0.5555555555555556,0.5,0.6666666666666666,0.2333333333333333,0.17,0.08681785967399,0.0315802680247579,0.4002568493150685,0.2332242225859247,0.2503441945846719,0.1680350923745397,0.0102176932656384,0.2055388093443858,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.5818181818181818,0.5,0.4062059238363892,0.1099702690174389,0.0853021462021988,0.0397719376613063,0.8011811023622047,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.202194139702819
57,0.0102739726027397,0.006286662459978,0.7777777777777778,0.5,0.9202898550724636,0.8333333333333334,0.285,0.1149893692416725,0.0315802680247579,0.1374143835616438,0.1587561374795417,0.1489215236346948,0.3661016949152542,0.0102176932656384,0.2646948003014318,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.4166666666666667,0.204337899543379,0.9,0.5,0.3385049365303244,0.1341890315052508,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.6363636363636364,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1910845715872795
58,0.2328767123287671,0.0483535488092734,0.6666666666666666,0.5,0.9565217391304348,0.9,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3681506849315068,0.1407528641571195,0.1206975676916016,0.4164648910411622,0.0102176932656384,0.2611152976639035,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.4166666666666667,0.204337899543379,0.9454545454545454,0.5,0.3984485190409026,0.1099702690174389,0.1279707495429616,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.6363636363636364,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.224413275933898
59,0.1541095890410959,0.0578746874196639,1.0,0.5,0.9710144927536232,0.9333333333333332,0.644375,0.0786037785307224,0.0315802680247579,0.603595890410959,0.2307692307692307,0.2505736576411198,0.735593220338983,0.0102176932656384,0.4918990203466465,0.1417808219178082,0.0287671232876712,1.0,0.5,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.9636363636363636,0.75,0.4520451339915374,0.2240373395565927,0.0853021462021988,0.0670289855072463,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.8181818181818182,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.560866546313012
60,0.1335616438356164,0.0275771810512047,0.4444444444444444,0.75,0.7246376811594203,0.3666666666666666,0.0648032885674931,0.1119773210489014,0.0315802680247579,0.0633561643835616,0.1276595744680851,0.1023405231757687,0.1680350923745397,0.0102176932656384,0.0840241145440844,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.1666666666666666,0.204337899543379,0.6636363636363637,0.25,0.2482369534555712,0.2287047841306884,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.1249826412998194
61,0.1438356164383561,0.0550234873448783,0.5555555555555556,0.5,0.9565217391304348,0.9,0.0648032885674931,0.1667257264351523,0.0315802680247579,0.0928938356164383,0.1895253682487725,0.1890775585130794,0.1680350923745397,0.0102176932656384,0.1552373775433308,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.5,0.375,0.3333333333333333,0.25,0.204337899543379,0.9636363636363636,0.5,0.4062059238363892,0.1099702690174389,0.0914076782449725,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363636,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.1709484793778642
62,0.1335616438356164,0.0275771810512047,0.4444444444444444,0.75,0.3478260869565217,0.7666666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2268835616438356,0.0867430441898527,0.0566773749426342,0.2566585956416465,0.0102176932656384,0.1463828183873398,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.3333333333333333,0.204337899543379,0.3181818181818182,0.25,0.2031029619181946,0.1099702690174389,0.0853021462021988,0.2608695652173913,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.1818181818181818,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0917928065546451
63,0.0787671232876712,0.0240342144008974,0.7777777777777778,0.5,0.9710144927536232,0.9333333333333332,0.11125,0.0042523033309709,0.0315802680247579,0.5761986301369864,0.2242225859247135,0.2377237264800367,0.1680350923745397,0.0102176932656384,0.1951770911831198,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9636363636363636,0.5,0.3413258110014104,0.1400233372228704,0.0895795246800731,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.8181818181818182,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2327454520205527
64,0.0993150684931506,0.0420668863492953,0.6666666666666666,0.625,0.3550724637681159,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2465753424657534,0.0942716857610474,0.1303350160624139,0.3912832929782082,0.0102176932656384,0.2592313489073097,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.375,0.3333333333333333,0.5833333333333334,0.204337899543379,0.8181818181818182,0.5,0.3385049365303244,0.014002333722287,0.0201096892138939,0.1159420289855072,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272727,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.1459519511179003
